candidate_id,harvest_date,source,search_terms,category,publish_date,issuer_name,announcement_title,announcement_type,instrument_type,source_url,is_issuance_packet,is_noise,noise_reason,lgfv_name_signal,candidate_priority,already_human_validated,already_in_master_pool,llm_label_status,llm_label,llm_confidence,needs_source_packet,notes
exp2_20260703_0001,2026-07-03,Shanghai Clearing House,城投,mtn,2026-07-02,许昌市城投发展集团有限公司,许昌市城投发展集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260702_1818392.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0002,2026-07-03,Shanghai Clearing House,水务,mtn,2026-07-02,北控水务集团有限公司,北控水务集团有限公司2026年度第四期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260702_1818396.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0003,2026-07-03,Shanghai Clearing House,城投,mtn,2026-07-01,淮安新城投资开发集团有限公司,淮安新城投资开发集团有限公司2026年度第七期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260701_1817890.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0004,2026-07-03,Shanghai Clearing House,乡村发展,mtn,2026-06-30,四川省乡村发展集团有限公司,四川省乡村发展集团有限公司2026年度第一期中期票据发行披露文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260630_1817276.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0005,2026-07-03,Shanghai Clearing House,投资发展,mtn,2026-06-26,淮安市国有联合投资发展集团有限公司,淮安市国有联合投资发展集团有限公司2026年度第四期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260626_1815013.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0006,2026-07-03,Shanghai Clearing House,开发区,mtn,2026-06-25,吉安市井冈山开发区金庐陵经济发展有限公司,吉安市井冈山开发区金庐陵经济发展有限公司2025年度第一期中期票据发行文件补充说明及补...,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814315.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0007,2026-07-03,Shanghai Clearing House,建设集团,mtn,2026-06-23,山西路桥建设集团有限公司,山西路桥建设集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812490.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0008,2026-07-03,Shanghai Clearing House,投资发展,mtn,2026-06-22,临沂投资发展集团有限公司,关于临沂投资发展集团有限公司2026年度第二期中期票据的发行文件材料补充说明及补充文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811728.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0009,2026-07-03,Shanghai Clearing House,城投;投资发展,cp,2026-07-03,南京江北新城投资发展有限公司,南京江北新城投资发展有限公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202607/t20260703_1818900.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0010,2026-07-03,Shanghai Clearing House,城投;投资发展,cp,2026-07-03,南京江北新城投资发展有限公司,南京江北新城投资发展有限公司2026年度第四期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202607/t20260703_1818945.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0011,2026-07-03,Shanghai Clearing House,旅游投资,cp,2026-06-11,乌鲁木齐交通旅游投资(集团)有限公司,乌鲁木齐交通旅游投资(集团)有限公司2026年度第三期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260611_1805053.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0012,2026-07-03,Shanghai Clearing House,城投,cp,2026-06-03,日照城投集团有限公司,日照城投集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260603_1799658.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0013,2026-07-03,Shanghai Clearing House,开发区,cp,2026-05-27,天津北辰经济技术开发区集团有限公司,天津北辰经济技术开发区集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260527_1795499.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0014,2026-07-03,Shanghai Clearing House,城发;发展投资,cp,2026-05-21,太原市龙城发展投资集团有限公司,太原市龙城发展投资集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202605/t20260521_1792061.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0015,2026-07-03,Shanghai Clearing House,建设集团,cp,2026-04-30,南京江宁交通建设集团有限公司,南京江宁交通建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260430_1778124.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0016,2026-07-03,Shanghai Clearing House,建设集团,cp,2026-04-21,北京市政建设集团有限责任公司,北京市政建设集团有限责任公司2026年度第二期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202604/t20260421_1768156.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0017,2026-07-03,Shanghai Clearing House,建设集团,cp,2026-03-23,重庆市江津区滨江新城开发建设集团有限公司,重庆市江津区滨江新城开发建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749724.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0018,2026-07-03,Shanghai Clearing House,开发投资,cp,2026-03-23,昆明市土地开发投资经营有限责任公司,昆明市土地开发投资经营有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749775.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0019,2026-07-03,Shanghai Clearing House,建设集团,cp,2026-03-23,西部(重庆)科学城江津园区开发建设集团有限公司,西部(重庆)科学城江津园区开发建设集团有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749718.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0020,2026-07-03,Shanghai Clearing House,建设集团,cp,2026-03-23,北京市政建设集团有限责任公司,北京市政建设集团有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749730.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0021,2026-07-03,Shanghai Clearing House,文旅,cp,2026-03-20,宁波文旅会展集团有限公司,宁波文旅会展集团有限公司2026年度第一期短期融资券发行披露文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260320_1748324.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0022,2026-07-03,Shanghai Clearing House,投资发展,scp,2026-07-01,北京亦庄国际投资发展有限公司,北京亦庄国际投资发展有限公司2026年度第二期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202607/t20260701_1817922.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0023,2026-07-03,Shanghai Clearing House,投资发展,scp,2026-07-01,北京亦庄国际投资发展有限公司,北京亦庄国际投资发展有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202607/t20260701_1817895.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0024,2026-07-03,Shanghai Clearing House,城发,scp,2026-06-29,宜昌城发实业投资有限公司,宜昌城发实业投资有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260629_1816544.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0025,2026-07-03,Shanghai Clearing House,发展投资,scp,2026-06-26,如东县东泰社会发展投资有限责任公司,如东县东泰社会发展投资有限责任公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260626_1815017.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0026,2026-07-03,Shanghai Clearing House,城控,scp,2026-06-24,义乌中国小商品城控股集团有限公司,义乌中国小商品城控股集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260624_1813346.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0027,2026-07-03,Shanghai Clearing House,发展投资,scp,2026-06-23,新疆水利发展投资(集团)有限公司,新疆水利发展投资(集团)有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812484.html,1,0,,,low,0,0,pending,,,1,
exp2_20260703_0028,2026-07-03,Shanghai Clearing House,建设集团,scp,2026-06-22,南通城市建设集团有限公司,南通城市建设集团有限公司2026年度第四期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260622_1811695.html,1,0,,,low,0,0,pending,,,1,
