candidate_id,harvest_date,source,search_terms,category,publish_date,issuer_name,announcement_title,announcement_type,instrument_type,source_url,is_issuance_packet,is_noise,noise_reason,lgfv_name_signal,candidate_priority,already_human_validated,already_in_master_pool,llm_label_status,llm_label,llm_confidence,needs_source_packet,notes
exp8_20260703_0004,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-07-03,太仓娄城高新集团有限公司,太仓娄城高新集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260703_1818897.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0009,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-07-03,深圳市地铁集团有限公司,深圳市地铁集团有限公司2026年度第七期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260703_1818906.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0012,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-07-03,江苏龙城国有控股集团有限公司,江苏龙城国有控股集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260703_1818994.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0017,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-07-02,青岛国信发展(集团)有限责任公司,青岛国信发展(集团)有限责任公司2026年度第六期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260702_1818407.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0021,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-07-02,鹰潭市国有控股集团有限公司,鹰潭市国有控股集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260702_1818393.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0034,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-07-01,镇江文化广电产业集团有限公司,镇江文化广电产业集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202607/t20260701_1817859.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0037,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-06-30,南京江宁经济技术开发集团有限公司,南京江宁经济技术开发集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260630_1817143.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0042,2026-07-03,Shanghai Clearing House,发行文件,mtn,2026-06-29,南京溧水经济技术开发集团有限公司,南京溧水经济技术开发集团有限公司2026年度第五期中期票据发行文件,issuance_packet,mtn,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260629_1816500.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0087,2026-07-03,Shanghai Clearing House,发行文件,cp,2026-06-25,荆门高新技术产业开发有限责任公司,荆门高新技术产业开发有限责任公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260625_1814116.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0088,2026-07-03,Shanghai Clearing House,发行文件,cp,2026-06-25,镇江文化旅游产业集团有限责任公司,镇江文化旅游产业集团有限责任公司2026年度第三期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202606/t20260625_1814127.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0163,2026-07-03,Shanghai Clearing House,发行文件,cp,2026-03-23,宁波市镇海投资有限公司,宁波市镇海投资有限公司2026年度第一期短期融资券发行文件,issuance_packet,cp,https://www.shclearing.com.cn/xxpl/fxpl/cp/202603/t20260323_1749752.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0212,2026-07-03,Shanghai Clearing House,发行文件,scp,2026-06-29,苏州苏高新集团有限公司,苏州苏高新集团有限公司2026年度第十九期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260629_1816212.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
exp8_20260703_0250,2026-07-03,Shanghai Clearing House,发行文件,scp,2026-06-23,黄山旅游集团有限公司,黄山旅游集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812523.html,1,0,,,low,0,0,pending,,,1,selected_for_surrogate_expansion_round8
